Pathway	Gene_List
REACTOME_CELL_CYCLE_MITOTIC	AAAS,ABL1,ACTR1A,AHCTF1,AJUBA,AKAP9,AKT1,AKT2,AKT3,ALMS1,ANAPC1,ANAPC10,ANAPC11,ANAPC15,ANAPC16,ANAPC2,ANAPC4,ANAPC5,ANAPC7,ANKLE2,ARPP19,AURKA,AURKB,B9D2,BANF1,BIRC5,BLZF1,BORA,BTRC,BUB1,BUB1B,BUB3,CABLES1,CC2D1B,CCNA1,CCNA2,CCNB1,CCNB2,CCND1,CCND2,CCND3,CCNE1,CCNE2,CCNH,CCP110,CDC14A,CDC16,CDC20,CDC23,CDC25A,CDC25B,CDC25C,CDC26,CDC27,CDC45,CDC6,CDC7,CDCA5,CDCA8,CDK1,CDK11A,CDK11B,CDK2,CDK4,CDK5RAP2,CDK6,CDK7,CDKN1A,CDKN1B,CDKN1C,CDKN2A,CDKN2B,CDKN2C,CDKN2D,CDT1,CENPA,CENPC,CENPE,CENPF,CENPH,CENPI,CENPJ,CENPK,CENPL,CENPM,CENPN,CENPO,CENPP,CENPQ,CENPS,CENPT,CENPU,CEP131,CEP135,CEP152,CEP164,CEP192,CEP250,CEP290,CEP41,CEP57,CEP63,CEP70,CEP72,CEP76,CEP78,CETN2,CHMP2A,CHMP2B,CHMP3,CHMP4A,CHMP4B,CHMP4C,CHMP6,CHMP7,CKAP5,CKS1B,CLASP1,CLASP2,CLIP1,CNEP1R1,CNTRL,CSNK1D,CSNK1E,CSNK2A1,CSNK2A2,CSNK2B,CTDNEP1,CUL1,DBF4,DCTN1,DCTN2,DCTN3,DHFR,DNA2,DSN1,DYNC1H1,DYNC1I1,DYNC1I2,DYNC1LI1,DYNC1LI2,DYNLL1,DYNLL2,DYRK1A,E2F1,E2F2,E2F3,E2F4,E2F5,E2F6,EMD,EML4,ENSA,EP300,ERCC6L,ESCO1,ESCO2,ESPL1,FBXL18,FBXL7,FBXO5,FBXW11,FEN1,FGFR1OP,FKBPL,FOXM1,FZR1,GINS1,GINS2,GINS3,GINS4,GMNN,GOLGA2,GORASP1,GORASP2,GSK3B,GTSE1,H2AB1,H2AC14,H2AC18,H2AC19,H2AC20,H2AC4,H2AC6,H2AC7,H2AC8,H2AJ,H2AX,H2AZ1,H2AZ2,H2BC1,H2BC10,H2BC11,H2BC12,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC3,H2BC4,H2BC5,H2BC6,H2BC7,H2BC8,H2BC9,H2BS1,H2BU1,H3-3A,H3-3B,H3-4,H3C1,H3C10,H3C11,H3C12,H3C13,H3C14,H3C15,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H4-16,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,HAUS1,HAUS2,HAUS3,HAUS4,HAUS5,HAUS6,HAUS7,HAUS8,HDAC1,HDAC8,HMMR,HSP90AA1,HSP90AB1,INCENP,IST1,ITGB3BP,JAK2,KIF18A,KIF20A,KIF23,KIF2A,KIF2B,KIF2C,KMT5A,KNL1,KNTC1,KPNB1,LBR,LCMT1,LEMD2,LEMD3,LIG1,LIN37,LIN52,LIN54,LIN9,LMNA,LMNB1,LPIN1,LPIN2,LPIN3,LYN,MAD1L1,MAD2L1,MAPK1,MAPK3,MAPRE1,MASTL,MAU2,MAX,MCM10,MCM2,MCM3,MCM4,MCM5,MCM6,MCM7,MCM8,MCPH1,MIS12,MNAT1,MYBL2,MYC,MZT1,MZT2A,MZT2B,NCAPD2,NCAPD3,NCAPG,NCAPG2,NCAPH,NCAPH2,NDC1,NDC80,NDE1,NDEL1,NEDD1,NEK2,NEK6,NEK7,NEK9,NINL,NIPBL,NME7,NSL1,NUDC,NUF2,NUMA1,NUP107,NUP133,NUP153,NUP155,NUP160,NUP188,NUP205,NUP210,NUP214,NUP35,NUP37,NUP42,NUP43,NUP50,NUP54,NUP58,NUP62,NUP85,NUP88,NUP93,NUP98,ODF2,OFD1,OPTN,ORC1,ORC2,ORC3,ORC4,ORC5,ORC6,PAFAH1B1,PCM1,PCNA,PCNT,PDS5A,PDS5B,PHF8,PHLDA1,PKMYT1,PLK1,PLK4,PMF1,POLA1,POLA2,POLD1,POLD2,POLD3,POLD4,POLE,POLE2,POLE3,POLE4,POM121,POM121C,PPME1,PPP1CB,PPP1CC,PPP1R12A,PPP1R12B,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R2A,PPP2R2D,PPP2R3B,PPP2R5A,PPP2R5B,PPP2R5C,PPP2R5D,PPP2R5E,PRIM1,PRIM2,PRKACA,PRKAR2B,PRKCA,PRKCB,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMA8,PSMB1,PSMB10,PSMB11,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD10,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME1,PSME2,PSME3,PSME4,PSMF1,PTK6,PTTG1,RAB1A,RAB1B,RAB2A,RAB8A,RAD21,RAE1,RAN,RANBP2,RANGAP1,RB1,RBBP4,RBL1,RBL2,RBX1,RCC1,RCC2,RFC1,RFC2,RFC3,RFC4,RFC5,RPA1,RPA2,RPA3,RPA4,RPS27,RPS27A,RRM2,SDCCAG8,SEC13,SEH1L,SEM1,SET,SFI1,SGO1,SGO2,SIRT2,SKA1,SKA2,SKP1,SKP2,SMC1A,SMC2,SMC3,SMC4,SPAST,SPC24,SPC25,SPDL1,SRC,SSNA1,STAG1,STAG2,SUMO1,TAOK1,TFDP1,TFDP2,TK1,TMPO,TNPO1,TOP2A,TP53,TPR,TPX2,TUBA1A,TUBA1B,TUBA1C,TUBA3C,TUBA3D,TUBA3E,TUBA4A,TUBA4B,TUBA8,TUBAL3,TUBB,TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B,TUBB6,TUBB8,TUBB8B,TUBG1,TUBG2,TUBGCP2,TUBGCP3,TUBGCP4,TUBGCP5,TUBGCP6,TYMS,UBA52,UBB,UBC,UBE2C,UBE2D1,UBE2E1,UBE2I,USO1,VPS4A,VRK1,VRK2,WAPL,WEE1,XPO1,YWHAE,YWHAG,ZW10,ZWILCH,ZWINT
REACTOME_GLUCONEOGENESIS	ALDOA,ALDOB,ALDOC,ENO1,ENO2,ENO3,FBP1,FBP2,G6PC,G6PC2,G6PC3,GAPDH,GAPDHS,GOT1,GOT2,GPI,MDH1,MDH2,PC,PCK1,PCK2,PGAM1,PGAM2,PGK1,PGK2,SLC25A1,SLC25A10,SLC25A11,SLC25A12,SLC25A13,SLC37A1,SLC37A2,SLC37A4,TPI1
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE	APBA1,CASK,CPLX1,LIN7A,LIN7B,LIN7C,PPFIA1,PPFIA2,PPFIA3,PPFIA4,RAB3A,RIMS1,SLC18A2,SNAP25,STX1A,STXBP1,SYN1,SYN2,SYN3,SYT1,TSPOAP1,UNC13B,VAMP2
REACTOME_OPIOID_SIGNALLING	ADCY1,ADCY2,ADCY3,ADCY4,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,AHCYL1,CALM1,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CAMK4,CAMKK1,CAMKK2,CDK5,CREB1,GNAI1,GNAI2,GNAI3,GNAL,GNAO1,GNAT1,GNAT2,GNAT3,GNAZ,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,GRK2,ITPR1,ITPR2,ITPR3,KPNA2,MAPK1,NBEA,OPRM1,PDE1A,PDE1B,PDE1C,PDE4A,PDE4B,PDE4C,PDE4D,PDYN,PLA2G4A,PLCB1,PLCB2,PLCB3,PLCB4,POMC,PPP1CA,PPP1R1B,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5D,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PRKACA,PRKACB,PRKACG,PRKAR1A,PRKAR1B,PRKAR2A,PRKAR2B,PRKCA,PRKCD,PRKCG,PRKX
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	ACTR1A,AKAP9,ALMS1,CCP110,CDK1,CDK11A,CDK11B,CDK5RAP2,CENPJ,CEP131,CEP135,CEP152,CEP164,CEP192,CEP250,CEP290,CEP41,CEP57,CEP63,CEP70,CEP72,CEP76,CEP78,CETN2,CKAP5,CLASP1,CNTRL,CSNK1D,CSNK1E,DCTN1,DCTN2,DCTN3,DYNC1H1,DYNC1I2,DYNLL1,FGFR1OP,HAUS1,HAUS2,HAUS3,HAUS4,HAUS5,HAUS6,HAUS7,HAUS8,HSP90AA1,MAPRE1,MZT1,MZT2A,MZT2B,NDE1,NEDD1,NEK2,NINL,NME7,ODF2,OFD1,PAFAH1B1,PCM1,PCNT,PLK1,PLK4,PPP2R1A,PRKACA,PRKAR2B,SDCCAG8,SFI1,SSNA1,TUBA1A,TUBA4A,TUBB,TUBB4A,TUBB4B,TUBG1,TUBG2,TUBGCP2,TUBGCP3,TUBGCP4,TUBGCP5,TUBGCP6,YWHAE,YWHAG
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION	AARS2,CARS2,DARS2,EARS2,FARS2,GARS1,HARS2,IARS2,KARS1,LARS2,MARS2,NARS2,PARS2,PPA2,QARS1,RARS2,SARS2,TARS2,VARS2,WARS2,YARS2
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	AARS1,AIMP1,AIMP2,CARS1,DARS1,EEF1E1,EPRS1,FARSA,FARSB,GARS1,HARS1,IARS1,KARS1,LARS1,MARS1,NARS1,PPA1,QARS1,RARS1,SARS1,TARS1,VARS1,WARS1,YARS1
REACTOME_CA_DEPENDENT_EVENTS	ADCY1,ADCY2,ADCY3,ADCY4,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,CALM1,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CAMK4,CAMKK1,CAMKK2,CREB1,GRK2,KPNA2,MAPK1,NBEA,PDE1A,PDE1B,PDE1C,PLA2G4A,PRKACA,PRKACB,PRKACG,PRKAR1A,PRKAR1B,PRKAR2A,PRKAR2B,PRKCA,PRKCD,PRKCG,PRKX
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE	CHAT,CPLX1,PPFIA1,PPFIA2,PPFIA3,PPFIA4,RAB3A,RIMS1,SLC18A3,SLC5A7,SNAP25,STX1A,STXBP1,SYT1,TSPOAP1,UNC13B,VAMP2
REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY	ADCY1,ADCY2,ADCY3,ADCY4,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,GNAL
REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY	ADCY1,ADCY2,ADCY3,ADCY4,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,GNAI1,GNAI2,GNAI3,GNAL,GNAT3
REACTOME_DARPP_32_EVENTS	CALM1,CDK5,PDE4A,PDE4B,PDE4C,PDE4D,PPP1CA,PPP1R1B,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5D,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PRKACA,PRKACB,PRKACG,PRKAR1A,PRKAR1B,PRKAR2A,PRKAR2B
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	ACKR2,ACKR3,ACKR4,CCL1,CCL11,CCL13,CCL16,CCL17,CCL19,CCL2,CCL20,CCL21,CCL22,CCL25,CCL27,CCL28,CCL3,CCL3L1,CCL3L3,CCL4,CCL5,CCL7,CCR1,CCR10,CCR2,CCR3,CCR4,CCR5,CCR6,CCR7,CCR8,CCR9,CCRL2,CX3CL1,CX3CR1,CXCL1,CXCL10,CXCL11,CXCL12,CXCL13,CXCL16,CXCL2,CXCL3,CXCL5,CXCL6,CXCL8,CXCL9,CXCR1,CXCR2,CXCR3,CXCR4,CXCR5,CXCR6,PF4,PPBP,XCL1,XCL2,XCR1
REACTOME_CELL_CYCLE_CHECKPOINTS	ABRAXAS1,AHCTF1,ANAPC1,ANAPC10,ANAPC11,ANAPC15,ANAPC16,ANAPC2,ANAPC4,ANAPC5,ANAPC7,ATM,ATR,ATRIP,AURKB,B9D2,BABAM1,BABAM2,BARD1,BIRC5,BLM,BRCA1,BRCC3,BRIP1,BUB1,BUB1B,BUB3,CCNA1,CCNA2,CCNB1,CCNB2,CCNE1,CCNE2,CDC16,CDC20,CDC23,CDC25A,CDC25C,CDC26,CDC27,CDC45,CDC6,CDC7,CDCA8,CDK1,CDK2,CDKN1A,CDKN1B,CDKN2A,CENPA,CENPC,CENPE,CENPF,CENPH,CENPI,CENPK,CENPL,CENPM,CENPN,CENPO,CENPP,CENPQ,CENPS,CENPT,CENPU,CHEK1,CHEK2,CKAP5,CLASP1,CLASP2,CLIP1,CLSPN,COP1,DBF4,DNA2,DSN1,DYNC1H1,DYNC1I1,DYNC1I2,DYNC1LI1,DYNC1LI2,DYNLL1,DYNLL2,ERCC6L,EXO1,GTSE1,H2AX,H2BC1,H2BC10,H2BC11,H2BC12,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC3,H2BC4,H2BC5,H2BC6,H2BC7,H2BC8,H2BC9,H2BS1,H2BU1,H3-4,H4-16,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,HERC2,HUS1,INCENP,ITGB3BP,KAT5,KIF18A,KIF2A,KIF2B,KIF2C,KNL1,KNTC1,MAD1L1,MAD2L1,MAPRE1,MCM10,MCM2,MCM3,MCM4,MCM5,MCM6,MCM7,MCM8,MDC1,MDM2,MDM4,MIS12,MRE11,NBN,NDC80,NDE1,NDEL1,NSD2,NSL1,NUDC,NUF2,NUP107,NUP133,NUP160,NUP37,NUP43,NUP85,NUP98,ORC1,ORC2,ORC3,ORC4,ORC5,ORC6,PAFAH1B1,PCBP4,PHF20,PIAS4,PKMYT1,PLK1,PMF1,PPP1CC,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5A,PPP2R5B,PPP2R5C,PPP2R5D,PPP2R5E,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMA8,PSMB1,PSMB10,PSMB11,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD10,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME1,PSME2,PSME3,PSME4,PSMF1,RAD1,RAD17,RAD50,RAD9A,RAD9B,RANBP2,RANGAP1,RBBP8,RCC2,RFC2,RFC3,RFC4,RFC5,RHNO1,RMI1,RMI2,RNF168,RNF8,RPA1,RPA2,RPA3,RPS27,RPS27A,SEC13,SEH1L,SEM1,SFN,SGO1,SGO2,SKA1,SKA2,SPC24,SPC25,SPDL1,SUMO1,TAOK1,TOP3A,TOPBP1,TP53,TP53BP1,UBA52,UBB,UBC,UBE2C,UBE2D1,UBE2E1,UBE2N,UBE2V2,UIMC1,WEE1,WRN,XPO1,YWHAB,YWHAE,YWHAG,YWHAH,YWHAQ,YWHAZ,ZNF385A,ZW10,ZWILCH,ZWINT
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	APBB1IP,BCAR1,CRK,FGA,FGB,FGG,FN1,ITGA2B,ITGB3,PTK2,RAP1A,RAP1B,SRC,TLN1,VWF
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE	CPLX1,MAOA,PPFIA1,PPFIA2,PPFIA3,PPFIA4,RAB3A,RIMS1,SLC18A2,SLC22A1,SLC22A2,SNAP25,STX1A,STXBP1,SYT1,TSPOAP1,UNC13B,VAMP2
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS	CGA,CGB3,CGB5,CGB8,FSHB,INHA,INHBA,INHBB,INHBC,INHBE,LHB,PCSK1,POMC,TSHB
REACTOME_G_PROTEIN_ACTIVATION	GNAI1,GNAI2,GNAI3,GNAO1,GNAT1,GNAT2,GNAT3,GNAZ,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,OPRM1,PDYN,POMC
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	CHRNA1,CHRNA2,CHRNA3,CHRNA4,CHRNA5,CHRNA6,CHRNA7,CHRNA9,CHRNB2,CHRNB3,CHRNB4,CHRND,CHRNE,CHRNG
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	ABCA10,ABCA12,ABCA2,ABCA3,ABCA4,ABCA5,ABCA6,ABCA7,ABCA8,ABCA9,ABCB1,ABCB10,ABCB4,ABCB5,ABCB6,ABCB7,ABCB8,ABCB9,ABCC1,ABCC10,ABCC11,ABCC2,ABCC3,ABCC4,ABCC5,ABCC6,ABCC9,ABCD1,ABCD2,ABCD3,ABCF1,ABCG1,ABCG4,ABCG5,ABCG8,APOA1,CFTR,DERL1,DERL2,DERL3,EIF2S1,EIF2S2,EIF2S3,ERLEC1,ERLIN1,ERLIN2,KCNJ11,OS9,PEX19,PEX3,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMA8,PSMB1,PSMB10,PSMB11,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD10,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME1,PSME2,PSME3,PSME4,PSMF1,RNF185,RNF5,RPS27A,SEL1L,SEM1,UBA52,UBB,UBC,VCP
REACTOME_TRNA_AMINOACYLATION	AARS1,AARS2,AIMP1,AIMP2,CARS1,CARS2,DARS1,DARS2,EARS2,EEF1E1,EPRS1,FARS2,FARSA,FARSB,GARS1,HARS1,HARS2,IARS1,IARS2,KARS1,LARS1,LARS2,MARS1,MARS2,NARS1,NARS2,PARS2,PPA1,PPA2,QARS1,RARS1,RARS2,SARS1,SARS2,TARS1,TARS2,VARS1,VARS2,WARS1,WARS2,YARS1,YARS2
REACTOME_OLFACTORY_SIGNALING_PATHWAY	AC114267.1,AL512310.1,GNAL,GNB1,GNGT1,OR10A2,OR10A3,OR10A4,OR10A5,OR10A6,OR10A7,OR10AD1,OR10AG1,OR10C1,OR10D3,OR10G2,OR10G3,OR10G4,OR10G6,OR10G7,OR10G8,OR10G9,OR10H2,OR10H3,OR10H4,OR10H5,OR10J1,OR10J3,OR10J5,OR10K1,OR10K2,OR10P1,OR10Q1,OR10R2,OR10S1,OR10T2,OR10V1,OR10W1,OR10X1,OR10Z1,OR11A1,OR11G2,OR11H1,OR11H2,OR11H4,OR11H6,OR11L1,OR12D2,OR12D3,OR13A1,OR13C2,OR13C3,OR13C4,OR13C5,OR13C8,OR13C9,OR13D1,OR13F1,OR13G1,OR13H1,OR13J1,OR14A16,OR14A2,OR14C36,OR14I1,OR14J1,OR14K1,OR1A1,OR1A2,OR1B1,OR1C1,OR1D2,OR1D5,OR1E1,OR1E2,OR1F1,OR1G1,OR1I1,OR1J1,OR1J2,OR1J4,OR1K1,OR1L1,OR1L3,OR1L4,OR1L6,OR1L8,OR1M1,OR1N1,OR1N2,OR1Q1,OR1S1,OR1S2,OR2A1,OR2A12,OR2A14,OR2A2,OR2A25,OR2A4,OR2A42,OR2A5,OR2A7,OR2AE1,OR2AG1,OR2AG2,OR2AJ1,OR2AK2,OR2AP1,OR2AT4,OR2B11,OR2B2,OR2B3,OR2B6,OR2C1,OR2C3,OR2D2,OR2D3,OR2F1,OR2F2,OR2G2,OR2G3,OR2G6,OR2H1,OR2H2,OR2J1,OR2J2,OR2J3,OR2K2,OR2L13,OR2L2,OR2L3,OR2L5,OR2L8,OR2M2,OR2M3,OR2M4,OR2M5,OR2M7,OR2S2,OR2T1,OR2T10,OR2T11,OR2T12,OR2T2,OR2T27,OR2T29,OR2T3,OR2T33,OR2T34,OR2T35,OR2T4,OR2T5,OR2T6,OR2T7,OR2T8,OR2V1,OR2V2,OR2W1,OR2W3,OR2Y1,OR2Z1,OR3A1,OR3A2,OR3A3,OR4A15,OR4A16,OR4A47,OR4A5,OR4B1,OR4C11,OR4C12,OR4C13,OR4C15,OR4C16,OR4C3,OR4C46,OR4C5,OR4C6,OR4D1,OR4D10,OR4D11,OR4D2,OR4D5,OR4D6,OR4D9,OR4E1,OR4E2,OR4F15,OR4F16,OR4F17,OR4F21,OR4F29,OR4F3,OR4F4,OR4F5,OR4F6,OR4K1,OR4K13,OR4K14,OR4K15,OR4K17,OR4K2,OR4K5,OR4L1,OR4M1,OR4M2,OR4N2,OR4N4,OR4N5,OR4P4,OR4Q2,OR4S1,OR4S2,OR4X1,OR4X2,OR51A2,OR51A4,OR51A7,OR51B2,OR51B4,OR51B5,OR51B6,OR51D1,OR51E1,OR51E2,OR51F1,OR51F2,OR51G1,OR51G2,OR51H1,OR51I1,OR51I2,OR51J1,OR51L1,OR51M1,OR51Q1,OR51S1,OR51T1,OR51V1,OR52A1,OR52A5,OR52B2,OR52B6,OR52D1,OR52E2,OR52E4,OR52E5,OR52E6,OR52E8,OR52H1,OR52I1,OR52I2,OR52J3,OR52K1,OR52K2,OR52L1,OR52M1,OR52N1,OR52N2,OR52N4,OR52N5,OR52R1,OR52W1,OR52Z1,OR56A1,OR56A3,OR56A4,OR56A5,OR56B1,OR56B4,OR5A1,OR5A2,OR5AC2,OR5AK2,OR5AN1,OR5AP2,OR5AR1,OR5AS1,OR5AU1,OR5B12,OR5B17,OR5B2,OR5B21,OR5B3,OR5C1,OR5D13,OR5D14,OR5D16,OR5D18,OR5F1,OR5H1,OR5H14,OR5H15,OR5H2,OR5H6,OR5I1,OR5J2,OR5K1,OR5K2,OR5K3,OR5K4,OR5L1,OR5L2,OR5M1,OR5M10,OR5M11,OR5M3,OR5M8,OR5M9,OR5P2,OR5P3,OR5R1,OR5T1,OR5T2,OR5T3,OR5V1,OR5W2,OR6A2,OR6B1,OR6B2,OR6B3,OR6C1,OR6C2,OR6C3,OR6C4,OR6C6,OR6C65,OR6C68,OR6C70,OR6C74,OR6C75,OR6C76,OR6F1,OR6J1,OR6K2,OR6K3,OR6K6,OR6M1,OR6N1,OR6N2,OR6P1,OR6Q1,OR6S1,OR6T1,OR6V1,OR6X1,OR6Y1,OR7A10,OR7A17,OR7A5,OR7C1,OR7C2,OR7D2,OR7D4,OR7E24,OR7G1,OR7G2,OR7G3,OR8A1,OR8B12,OR8B2,OR8B3,OR8B4,OR8B8,OR8D1,OR8D2,OR8D4,OR8G1,OR8G5,OR8H1,OR8H2,OR8H3,OR8I2,OR8J1,OR8J3,OR8K1,OR8K3,OR8K5,OR8S1,OR8U1,OR8U9,OR9A2,OR9A4,OR9G1,OR9G4,OR9I1,OR9K2,OR9Q1,OR9Q2,REEP1,REEP2,REEP3,REEP4,REEP5,REEP6,RTP1,RTP2,RTP3,RTP4,RTP5
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB	ADCY1,ADCY2,ADCY3,ADCY4,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,CALM1,CREB1,NBEA,PRKACA,PRKACB,PRKACG,PRKAR1A,PRKAR1B,PRKAR2A,PRKAR2B,PRKX
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	ACTR1A,AKAP9,ALMS1,CCP110,CDK1,CDK5RAP2,CENPJ,CEP131,CEP135,CEP152,CEP164,CEP192,CEP250,CEP290,CEP41,CEP57,CEP63,CEP70,CEP72,CEP76,CEP78,CETN2,CKAP5,CLASP1,CNTRL,CSNK1D,CSNK1E,DCTN1,DCTN2,DCTN3,DYNC1H1,DYNC1I2,DYNLL1,FGFR1OP,HAUS1,HAUS2,HAUS3,HAUS4,HAUS5,HAUS6,HAUS7,HAUS8,HSP90AA1,MAPRE1,MZT1,MZT2A,MZT2B,NDE1,NEDD1,NEK2,NINL,NME7,NUMA1,ODF2,OFD1,PAFAH1B1,PCM1,PCNT,PLK1,PLK4,PPP2R1A,PRKACA,PRKAR2B,SDCCAG8,SFI1,SSNA1,TUBA1A,TUBA1B,TUBA1C,TUBA3C,TUBA3D,TUBA3E,TUBA4A,TUBA4B,TUBA8,TUBAL3,TUBB,TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B,TUBB6,TUBB8,TUBB8B,TUBG1,TUBG2,TUBGCP2,TUBGCP3,TUBGCP4,TUBGCP5,TUBGCP6,YWHAE,YWHAG
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	AR,ESR1,ESR2,ESRRA,ESRRB,ESRRG,HNF4A,HNF4G,MED1,NCOR1,NCOR2,NR0B1,NR0B2,NR1D1,NR1D2,NR1H2,NR1H3,NR1H4,NR1I2,NR1I3,NR2C1,NR2C2,NR2C2AP,NR2E1,NR2E3,NR2F1,NR2F6,NR3C1,NR3C2,NR4A1,NR4A2,NR4A3,NR5A1,NR5A2,NR6A1,NRBF2,NRBP1,PGR,PPARA,PPARD,PPARG,RARA,RARB,RARG,RORA,RORB,RORC,RXRA,RXRB,RXRG,THRA,THRB,VDR
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	ADCY1,ADCY2,ADCY3,ADCY4,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,CYSLTR2,GCG,GNAS,GNB1,GNB2,GNB3,GNB4,GNG10,GNG11,GNG12,GNG13,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,PRKACA,PRKACB,PRKACG,PRKAR1A,PRKAR1B,PRKAR2A,PRKAR2B
REACTOME_SIGNALING_BY_PDGF	BCAR1,COL2A1,COL3A1,COL4A1,COL4A2,COL4A3,COL4A4,COL4A5,COL5A1,COL5A2,COL5A3,COL6A1,COL6A2,COL6A3,COL6A5,COL6A6,COL9A1,COL9A2,COL9A3,CRK,CRKL,FURIN,GRB2,GRB7,HRAS,KRAS,NCK1,NCK2,NRAS,PDGFA,PDGFB,PDGFC,PDGFD,PDGFRA,PDGFRB,PIK3CA,PIK3CB,PIK3R1,PIK3R2,PLAT,PLCG1,PLG,PTPN11,PTPN12,RAPGEF1,RASA1,SOS1,SPP1,SRC,STAT1,STAT3,STAT5A,STAT5B,STAT6,THBS1,THBS2,THBS3,THBS4
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	AP3M1,ARFGEF2,CCNE1,CCNE2,CCT2,CCT3,CCT4,CCT5,CCT6A,CCT6B,CCT7,CCT8,DCAF7,FBXL3,FBXL5,FBXO4,FBXO6,FBXW10,FBXW2,FBXW4,FBXW5,FBXW7,FBXW9,FKBP9,GAPDHS,GBA,HDAC3,KIF13A,KIFC3,LONP2,NOP56,SKIV2L,SPHK1,STAT3,TCP1,TP53,USP11,WRAP53,XRN2
REACTOME_HORMONE_LIGAND_BINDING_RECEPTORS	CGA,FSHB,FSHR,GNRH1,GNRH2,GNRHR,GPHA2,GPHB5,LHB,LHCGR,TSHB,TSHR
