GO_MF	Gene_Size	Gene_List
GO:0005261:cation channel activity	37	ABCC9,ASIC3,CACNA1G,CACNA1H,CACNA1I,CALHM1,CALHM2,CALHM3,CALHM4,CALHM5,CALHM6,GRIN3B,MCOLN1,NALCN,P2RX1,PIEZO1,PIEZO2,PKD1L3,PKD2,PKD2L1,SCN10A,SCN11A,SCN1A,SCN2A,SCN3A,SCN4A,SCN5A,SCN7A,SCN8A,SCN9A,TRPC1,TRPC6,TRPM2,TRPM3,TRPV2,TRPV4,UNC80
GO:0005262:calcium channel activity	54	ANXA2,ANXA2P2,ANXA6,ANXA9,CACNA1D,CACNB2,CATSPER2,CHRNA10,CHRNA7,CHRNA9,CLCA3P,CUL5,GPM6A,GRIN1,GRIN3A,GRIN3B,MCU,ORAI1,PANX1,PKD1,PKD1L1,PKD1L2,PKD1L3,PKD2,PKD2L1,PKD2L2,PKDREJ,PSEN1,RYR1,RYR2,SEC61A1,SLC24A1,SLC24A2,SLC24A3,SLC24A4,SLC24A5,TMCO1,TMEM37,TRPC1,TRPC3,TRPC5,TRPM1,TRPM2,TRPM3,TRPM4,TRPM6,TRPM7,TRPM8,TRPV1,TRPV2,TRPV3,TRPV4,TRPV5,TRPV6
GO:0005267:potassium channel activity	29	ABCC8,ABCC9,AQP1,FXYD4,HCN1,KCNA1,KCNA2,KCNC4,KCNF1,KCNG1,KCNIP1,KCNIP3,KCNIP4,KCNK1,KCNK10,KCNK16,KCNK17,KCNK3,KCNK4,KCNK5,KCNK7,KCNK9,KCNN4,KCNQ4,PKD2,TMEM175,TMEM38A,TMEM38B,TRPM5
GO:0005272:sodium channel activity	10	ASIC3,ASIC4,ASIC5,KCNK1,NALCN,PKD2L1,SCNN1G,SLC4A11,TRPM2,TRPM5
GO:0005275:amine transmembrane transporter activity	2	AQP9,SLC22A16
GO:0005277:acetylcholine transmembrane transporter activity	2	SLC18A3,SLC22A1
GO:0005280:amino acid:proton symporter activity	3	SLC36A1,SLC36A2,SLC36A3
GO:0005290:L-histidine transmembrane transporter activity	4	SLC15A4,SLC38A3,SLC38A5,SLC38A7
GO:0005295:neutral amino acid:sodium symporter activity	2	SLC38A1,SLC38A2
GO:0005298:proline:sodium symporter activity	2	SLC6A15,SLC6A7
GO:0005308:creatine transmembrane transporter activity	2	SLC16A12,SLC6A8
GO:0005313:L-glutamate transmembrane transporter activity	12	SLC17A6,SLC17A7,SLC17A8,SLC1A1,SLC1A2,SLC1A3,SLC1A7,SLC25A12,SLC25A13,SLC25A18,SLC25A22,SLC38A7
GO:0005314:high-affinity glutamate transmembrane transporter activity	4	SLC1A1,SLC1A2,SLC1A3,SLC1A6
GO:0005315:inorganic phosphate transmembrane transporter activity	4	ANKH,SLC20A1,SLC20A2,SLC25A3
GO:0005319:lipid transporter activity	27	ABCA1,ABCA10,ABCA12,ABCA13,ABCA2,ABCA3,ABCA4,ABCA5,ABCA6,ABCA7,ABCA8,ABCA9,APOA2,APOA4,APOC4,APOD,APOE,APOF,APOL3,APOM,CFHR4,GM2A,LOC400499,MTTP,RFT1,SFTPA1,SLCO2A1
GO:0005324:long-chain fatty acid transporter activity	15	ABCD1,ABCD3,CD36,FABP1,FABP3,FABP4,FABP5,MFSD2A,SLC27A1,SLC27A2,SLC27A3,SLC27A4,SLC27A5,SLC27A6,SLC2A1
GO:0005326:neurotransmitter transmembrane transporter activity	10	CPLX1,CPLX3,GABRQ,SLC17A6,SLC17A7,SLC17A8,SLC29A1,SLC29A2,SLC6A15,SLC6A16
GO:0005328:neurotransmitter:sodium symporter activity	10	SLC6A14,SLC6A15,SLC6A16,SLC6A17,SLC6A18,SLC6A19,SLC6A2,SLC6A20,SLC6A3,SLC6A7
GO:0005330:dopamine:sodium symporter activity	4	SLC22A1,SLC22A3,SLC6A2,SLC6A3
GO:0005332:gamma-aminobutyric acid:sodium symporter activity	6	SLC6A1,SLC6A11,SLC6A12,SLC6A13,SLC6A6,SLC6A8
GO:0005334:norepinephrine:sodium symporter activity	3	SLC22A1,SLC6A2,SLC6A3
GO:0005335:serotonin:sodium symporter activity	3	SLC18A1,SLC18A2,SLC6A4
GO:0005337:nucleoside transmembrane transporter activity	7	SLC28A1,SLC28A2,SLC28A3,SLC29A1,SLC29A2,SLC29A3,SLC29A4
GO:0005338:nucleotide-sugar transmembrane transporter activity	3	SLC35D2,SLC35E3,TMEM241
GO:0005343:organic acid:sodium symporter activity	3	SLC13A3,SLC5A12,SLC5A8
GO:0005344:oxygen carrier activity	13	CYGB,HBA1,HBB,HBD,HBE1,HBG1,HBG2,HBM,HBQ1,HBZ,IPCEF1,MB,NGB
GO:0005347:ATP transmembrane transporter activity	22	SLC25A1,SLC25A12,SLC25A13,SLC25A16,SLC25A17,SLC25A18,SLC25A19,SLC25A21,SLC25A22,SLC25A23,SLC25A24,SLC25A25,SLC25A29,SLC25A36,SLC25A40,SLC25A41,SLC25A42,SLC25A43,SLC25A44,SLC25A45,SLC25A47,SLC25A48
GO:0005351:carbohydrate:proton symporter activity	6	SLC17A5,SLC2A10,SLC2A12,SLC2A6,SLC2A8,SLC2A9
GO:0005353:fructose transmembrane transporter activity	5	SLC2A2,SLC2A5,SLC2A6,SLC2A7,SLC2A8
GO:0005355:glucose transmembrane transporter activity	15	MFSD4A,MFSD4B,PPBP,SLC2A1,SLC2A11,SLC2A14,SLC2A2,SLC2A3,SLC2A4,SLC2A5,SLC2A6,SLC2A7,SLC2A8,SLC2A9,SLC5A1
GO:0005362:low-affinity glucose:sodium symporter activity	2	SLC5A2,SLC5A9
GO:0005365:myo-inositol transmembrane transporter activity	2	SLC2A13,SLC5A3
GO:0005367:myo-inositol:sodium symporter activity	2	SLC5A1,SLC5A3
GO:0005372:water transmembrane transporter activity	6	AQP1,AQP2,AQP9,PDPN,SLC14A1,SLC5A1
GO:0005375:copper ion transmembrane transporter activity	5	ATP7A,ATP7B,SLC11A2,SLC31A1,SLC31A2
GO:0005381:iron ion transmembrane transporter activity	9	MCOLN1,SLC11A1,SLC11A2,SLC25A28,SLC25A37,SLC39A14,SLC39A8,SLC40A1,TTYH1
GO:0005384:manganese ion transmembrane transporter activity	6	SLC11A1,SLC11A2,SLC30A10,SLC39A14,SLC39A8,TMEM165
GO:0005385:zinc ion transmembrane transporter activity	21	K7EQS6,SLC30A1,SLC30A2,SLC30A3,SLC30A4,SLC30A5,SLC30A6,SLC30A8,SLC39A1,SLC39A10,SLC39A11,SLC39A12,SLC39A13,SLC39A14,SLC39A2,SLC39A3,SLC39A4,SLC39A5,SLC39A6,SLC39A7,SLC39A8
GO:0005388:calcium transmembrane transporter activity, phosphorylative mechanism	9	ATP2A1,ATP2A2,ATP2A3,ATP2B1,ATP2B2,ATP2B3,ATP2B4,ATP2C1,ATP2C2
GO:0005391:sodium:potassium-exchanging ATPase activity	11	ATP12A,ATP1A1,ATP1A2,ATP1A3,ATP1A4,ATP1B1,ATP1B2,ATP1B3,ATP4A,ATP4B,FXYD2
GO:0005412:glucose:sodium symporter activity	7	SLC5A1,SLC5A10,SLC5A11,SLC5A2,SLC5A3,SLC5A4,SLC5A9
GO:0005415:nucleoside:sodium symporter activity	3	SLC28A1,SLC28A2,SLC28A3
GO:0005427:proton-dependent oligopeptide secondary active transmembrane transporter activity	2	CDH17,SLC15A1
GO:0005432:calcium:sodium antiporter activity	5	SLC3A2,SLC8A1,SLC8A2,SLC8A3,SLC8B1
GO:0005436:sodium:phosphate symporter activity	10	SLC17A1,SLC17A2,SLC17A3,SLC17A4,SLC17A7,SLC20A1,SLC20A2,SLC34A1,SLC34A2,SLC34A3
GO:0005452:inorganic anion exchanger activity	13	SLC22A11,SLC22A6,SLC22A8,SLC4A1,SLC4A10,SLC4A11,SLC4A2,SLC4A3,SLC4A4,SLC4A5,SLC4A7,SLC4A8,SLC4A9
GO:0005457:GDP-fucose transmembrane transporter activity	2	SLC35C1,TMEM241
GO:0005459:UDP-galactose transmembrane transporter activity	4	SLC35A1,SLC35A2,SLC35A3,SLC35B1
GO:0005461:UDP-glucuronic acid transmembrane transporter activity	2	SLC35D1,SLC35D2
GO:0005462:UDP-N-acetylglucosamine transmembrane transporter activity	4	SLC35A3,SLC35B4,SLC35D1,SLC35D2
GO:0005463:UDP-N-acetylgalactosamine transmembrane transporter activity	2	SLC35D1,SLC35D2
GO:0005471:ATP:ADP antiporter activity	4	SLC25A31,SLC25A4,SLC25A5,SLC25A6
GO:0005483:soluble NSF attachment protein activity	3	NAPA,NAPB,NAPG
GO:0005484:SNAP receptor activity	38	BET1,BET1L,BNIP1,E7EQ34,GOSR1,GOSR2,L7N2F9,SEC22B,SNAP23,SNAP25,SNAP29,SNAP47,STX10,STX11,STX12,STX16,STX16-NPEPL1,STX17,STX18,STX19,STX1A,STX1B,STX2,STX3,STX4,STX5,STX6,STX7,STX8,TSNARE1,VAMP1,VAMP2,VAMP3,VAMP7,VAMP8,VTI1A,VTI1B,YKT6
GO:0005496:steroid binding	29	AKR1D1,AR,CYP21A2,CYP3A4,ESR1,ESR2,ESRRA,ESRRB,ESRRG,GPER1,HSD11B1,HSD11B2,HSD17B1,NR3C1,NR3C2,PAQR5,PAQR6,PAQR7,PAQR8,PAQR9,PDIA2,PGR,PGRMC1,PGRMC2,SERPINA6,SHBG,SULT1E1,UGT1A1,UGT1A8
GO:0005497:androgen binding	4	ALDH1A1,AR,SHBG,TSPO
GO:0005499:vitamin D binding	6	CALB1,GC,IRX5,KL,S100G,VDR
GO:0005501:retinoid binding	7	CRABP1,CRABP2,PTGDS,RBP1,RBP2,RBP3,RBP5
GO:0005502:11-cis retinal binding	5	CYP27C1,OPN4,OPN5,RHO,RLBP1
GO:0005503:all-trans retinal binding	3	ADH4,CYP27C1,CYP2W1
GO:0005504:fatty acid binding	28	ACOX1,ACOX2,ACOX3,ACOXL,ADH5,AFM,AFP,ALB,APOC1,CYP4F11,FABP1,FABP2,FABP4,FABP5,FFAR4,GSTA1,GSTM2,GSTP1,HNF4A,NDUFAB1,NME2,PMP2,PPARA,PPARD,PPARG,PTGDS,SNCA,UGT1A8
GO:0005506:iron ion binding	131	ABCE1,ACO2,ADI1,AGMO,ALKBH8,ALOX12,ALOX12B,ALOX15,ALOX15B,ALOX5,ALOXE3,AOX1,BBOX1,CALR,CH25H,CYGB,CYP11A1,CYP11B1,CYP11B2,CYP17A1,CYP19A1,CYP1A1,CYP1A2,CYP1B1,CYP20A1,CYP21A2,CYP24A1,CYP26A1,CYP26B1,CYP26C1,CYP27A1,CYP27B1,CYP27C1,CYP2A13,CYP2A6,CYP2A7,CYP2B6,CYP2C18,CYP2C19,CYP2C8,CYP2C9,CYP2D6,CYP2D7,CYP2E1,CYP2F1,CYP2G1P,CYP2J2,CYP2R1,CYP2S1,CYP2U1,CYP2W1,CYP39A1,CYP3A4,CYP3A43,CYP3A5,CYP3A7,CYP46A1,CYP4A11,CYP4A22,CYP4B1,CYP4F11,CYP4F12,CYP4F2,CYP4F22,CYP4F3,CYP4F8,CYP4V2,CYP4X1,CYP4Z1,CYP4Z2P,CYP51A1,CYP7A1,CYP7B1,CYP8B1,DOHH,EGLN3,ETHE1,FA2H,FAXDC2,FBXL5,FDX1,FTH1,FTH1P19,FTHL17,FTL,FTMT,HBA1,HBQ1,HBZ,ISCA2,ISCU,JMJD6,KDM3A,KDM7A,LCN2,LTF,MELTF,MSMO1,NFU1,OGFOD1,OGFOD2,OGFOD3,P3H1,P3H2,P3H3,P4HA1,P4HA2,P4HA3,P4HTM,PAH,PHF2,PHF8,PLOD1,PLOD2,PLOD3,PPEF1,PPEF2,PTGIS,RIOX1,SC5D,SCD,SCD5,TBXAS1,TET1,TET2,TET3,TMLHE,TPH1,TPH2,TYW5,XDH
GO:0005507:copper ion binding	56	A0A0D9SEW6,ACR,ADNP,ALB,ANG,AOC1,AOC2,AOC3,APOA4,ATOX1,ATP7A,ATP7B,CCS,COA6,COMMD1,COX11,COX17,CP,CUTA,CUTC,DBH,DCT,F5,F8,GPC1,HEPH,HEPHL1,IL1A,LACC1,LOX,LOXL1,LOXL2,LOXL3,LOXL4,MOXD1,MOXD2P,MT-CO2,MT3,OR5AR1,P2RX4,PAM,PARK7,PRND,PRNP,RNF7,S100A12,S100A13,S100A5,SCO1,SCO2,SNAI3,SNCA,SOD1,SOD3,TP53,TYR
GO:0005509:calcium ion binding	708	A0A096LNW5,ACER3,ACTN1,ACTN2,ACTN3,ACTN4,ADAM8,ADAMTS13,ADGRE1,ADGRE2,ADGRE3,ADGRE4P,ADGRE5,ADGRL3,ADGRL4,ADGRV1,AGRN,AIF1,AIF1L,ALOX15B,AMY2A,ANKEF1,ANXA1,ANXA10,ANXA11,ANXA13,ANXA2,ANXA2P2,ANXA3,ANXA4,ANXA5,ANXA6,ANXA7,ANXA8,ANXA8L1,ANXA9,AOAH,AOC1,AOC3,APCS,ARSA,ASAH2,ASPH,ASPN,ASTN2,ATP2A1,ATP2A2,BAIAP3,BGLAP,BMP1,BNIP2,BRAF,C1R,C1S,C2CD5,CABCOCO1,CABP1,CABP2,CABP4,CABP5,CABP7,CABS1,CABYR,CACNA1B,CACNA1E,CALB1,CALB2,CALM1,CALM2,CALM3,CALML3,CALML4,CALML5,CALML6,CALN1,CALR,CALR3,CALU,CAMKK2,CANT1,CANX,CAPN1,CAPN11,CAPN12,CAPN13,CAPN14,CAPN2,CAPN3,CAPN8,CAPN9,CAPNS1,CAPNS2,CAPS,CAPS2,CAPSL,CASQ1,CASQ2,CASR,CBL,CBLB,CBLC,CCBE1,CCDC47,CD248,CD320,CD69,CD93,CDH1,CDH10,CDH11,CDH12,CDH13,CDH15,CDH16,CDH17,CDH18,CDH19,CDH2,CDH20,CDH22,CDH23,CDH24,CDH26,CDH3,CDH4,CDH5,CDH6,CDH7,CDH8,CDH9,CDHR1,CDHR2,CDHR3,CDHR4,CDHR5,CDK5R1,CELSR1,CELSR2,CELSR3,CEMIP2,CETN1,CETN2,CETN3,CGREF1,CHP1,CHP2,CIB1,CIB2,CIB3,CIB4,CLEC3B,CLEC4A,CLEC4E,CLEC6A,CLGN,CLSTN1,CLSTN2,CLSTN3,COLEC11,COMP,CPNE1,CPNE6,CPS1,CRACR2A,CRACR2B,CRB1,CRB2,CRELD1,CRELD2,CRNN,CRP,CRTAC1,CSN2,CUBN,DAG1,DCHS1,DCHS2,DGKA,DGKB,DGKG,DHH,DLK1,DLK2,DLL1,DLL3,DLL4,DMP1,DNAH7,DNASE1L2,DNASE1L3,DNER,DOC2A,DOC2B,DSC1,DSC2,DSC3,DSG1,DSG2,DSG3,DSG4,DSPP,DST,DUOX1,DUOX2,DYSF,EDEM1,EDEM2,EDEM3,EDIL3,EEF2K,EFCAB1,EFCAB10,EFCAB11,EFCAB12,EFCAB14,EFCAB2,EFCAB3,EFCAB5,EFCAB6,EFCAB7,EFCAB8,EFCAB9,EFCC1,EFEMP1,EFEMP2,EFHC1,EFHC2,EFHD2,EGF,EGFL6,EGFL7,EGFL8,EGFLAM,EHD1,EHD2,EHD3,EHD4,EML1,ENPP1,ENPP2,ENPP3,EPDR1,EPS15,EPS15L1,ESYT1,ESYT2,ESYT3,EYS,F10,F12,F2,F7,F9,FAM20C,FAT1,FAT2,FAT3,FAT4,FBLN1,FBLN2,FBLN5,FBLN7,FBN1,FBN2,FBN3,FKBP10,FKBP14,FKBP7,FKBP9,FKBP9P1,FLG,FLG2,FSTL1,FSTL4,FSTL5,GALNT3,GAS6,GCA,GCH1,GJB2,GLCE,GNPTAB,GPD2,GRIN1,GSN,GUCA1A,GUCA1B,GUCA1C,H1-4,HABP2,HEG1,HMCN1,HMCN2,HPCA,HPCAL1,HPCAL4,HPGDS,HRC,HRNR,HSP90B1,HSPA5,HSPG2,I6L893,IDS,IHH,IQGAP1,ITGB1BP2,ITIH1,ITLN1,ITPR1,ITPR2,ITPR3,ITSN1,ITSN2,J3QR89,JAG1,JAG2,KCNIP1,KCNIP2,KCNIP3,KCNIP4,LALBA,LCP1,LDLR,LETM1,LOXL2,LPCAT1,LPCAT2,LPL,LRP1,LRP1B,LRP2,LRP4,LRP8,LTBP1,LTBP2,LTBP3,LTBP4,MACF1,MAN1A1,MAN1A2,MAN1B1,MAN1C1,MASP1,MASP2,MATN1,MATN2,MATN3,MATN4,MCFD2,MCTP1,MCTP2,MEGF6,MEGF8,MELK,MEX3B,MGP,MICU1,MICU2,MICU3,MMP12,MMP13,MMRN1,MYL1,MYL10,MYL12A,MYL12B,MYL2,MYL3,MYL4,MYL5,MYL6,MYL6B,MYL7,MYL9,MYLPF,MYO5A,NAALADL1,NCALD,NCAN,NCS1,NDUFAB1,NECAB1,NECAB2,NECAB3,NELL1,NELL2,NID1,NID2,NIN,NINL,NKD1,NKD2,NOL3,NOTCH1,NOTCH2,NOTCH2NLA,NOTCH2NLB,NOTCH2NLC,NOTCH3,NOTCH4,NOX5,NPNT,NRXN1,NUCB1,NUCB2,OC90,OCM,OCM2,OIT3,OTOF,OTOL1,P4HTM,PADI1,PADI2,PADI3,PADI4,PADI6,PAM,PAMR1,PCDH1,PCDH10,PCDH11X,PCDH11Y,PCDH12,PCDH15,PCDH17,PCDH18,PCDH19,PCDH20,PCDH7,PCDH8,PCDH9,PCDHA1,PCDHA10,PCDHA11,PCDHA12,PCDHA13,PCDHA2,PCDHA3,PCDHA4,PCDHA5,PCDHA6,PCDHA7,PCDHA8,PCDHA9,PCDHAC1,PCDHAC2,PCDHB1,PCDHB10,PCDHB11,PCDHB12,PCDHB13,PCDHB14,PCDHB15,PCDHB16,PCDHB18P,PCDHB2,PCDHB3,PCDHB4,PCDHB5,PCDHB6,PCDHB7,PCDHB8,PCDHB9,PCDHGA1,PCDHGA10,PCDHGA11,PCDHGA12,PCDHGA2,PCDHGA3,PCDHGA4,PCDHGA5,PCDHGA6,PCDHGA7,PCDHGA8,PCDHGA9,PCDHGB1,PCDHGB2,PCDHGB3,PCDHGB4,PCDHGB5,PCDHGB6,PCDHGB7,PCDHGC3,PCDHGC4,PCDHGC5,PCLO,PCP4,PDCD6,PEF1,PGS1,PITPNM1,PITPNM2,PITPNM3,PKD1L2,PKD2,PKD2L1,PKD2L2,PKDREJ,PLA2G10,PLA2G12A,PLA2G12B,PLA2G1B,PLA2G2A,PLA2G2C,PLA2G2D,PLA2G2E,PLA2G2F,PLA2G4A,PLA2G4B,PLA2G4C,PLA2G4D,PLA2G4E,PLA2G4F,PLA2G5,PLCB1,PLCB2,PLCB3,PLCB4,PLCD1,PLCD4,PLCG1,PLCH1,PLCH2,PLCZ1,PLS1,PLS3,PLSCR1,PLSCR2,PLSCR3,PLSCR4,PNLIPRP1,PNLIPRP2,PON1,PPEF1,PPEF2,PPP2R3A,PPP2R3B,PPP3CA,PPP3CB,PPP3R1,PPP3R2,PRF1,PRKCSH,PRNP,PROC,PROS1,PROZ,PRRG1,PRRG2,PRRG3,PRRG4,PRSS2,PRSS3,PSPH,PVALB,PVALEF,Q56UQ5,RAB11FIP3,RAB11FIP4,RAB44,RAPGEF2,RASEF,RASGRP1,RASGRP2,RASGRP3,RASGRP4,RCN1,RCN2,RCN3,RCVRN,REG4,REPS1,REPS2,RET,RGN,RHBDL3,RHOT1,RHOT2,RPH3A,RPTN,RYR1,RYR2,RYR3,S100A1,S100A10,S100A11,S100A12,S100A13,S100A14,S100A16,S100A2,S100A3,S100A4,S100A5,S100A6,S100A7,S100A7A,S100A7L2,S100A8,S100A9,S100B,S100G,S100P,S100Z,SCGN,SCIN,SCUBE1,SCUBE2,SCUBE3,SDF4,SELENON,SELL,SELP,SGCA,SHH,SLC25A12,SLC25A13,SLC25A23,SLC25A24,SLC25A25,SLC8A1,SLIT1,SLIT2,SLIT3,SMOC1,SMOC2,SNCA,SNCB,SNED1,SPARC,SPARCL1,SPATA21,SPOCK1,SPOCK2,SPOCK3,SPTA1,SPTAN1,SRI,SRR,STAB1,STAB2,STIM1,STIM2,SULF1,SULF2,SUSD1,SVEP1,SWAP70,SYT1,SYT10,SYT11,SYT12,SYT13,SYT15,SYT17,SYT2,SYT3,SYT4,SYT5,SYT6,SYT7,SYT8,SYT9,TBC1D8B,TBC1D9,TBC1D9B,TCHH,TENM2,TESC,TGM3,THBD,THBS1,THBS2,THBS3,THBS4,TKT,TLL1,TLL2,TNNC1,TNNC2,TNNT1,TNNT2,TNNT3,TPD52,TPM4,TPO,TPT1,TPT1P8,TRPM2,TRPM4,TTN,TTYH1,TUBB4A,UMOD,UMODL1,UNC13A,UNC13B,UNC13C,USP32,VCAN,VIL1,VLDLR,VSNL1,VWA2,VWCE,ZZEF1
