GeneA	GeneB	EdgeWeight
AIMP1	EIF4A2	0.44
AIMP1	EIF4G1	0.364
AIMP1	EPRS	0.999
AIMP1	GCC2	0.29
AIMP1	GOLPH3	0.406
AIMP1	GSK3B	0.27
AIMP1	HNRNPL	0.291
AIMP1	HOMER1	0.381
AIMP1	HSP90B1	0.696
AIMP1	IARS	0.998
AIMP1	IQGAP1	0.39
AIMP1	KARS	0.998
AIMP1	LARS	0.998
AIMP1	MAPK8	0.706
AIMP1	MARS	0.999
AIMP1	MCFD2	0.442
AIMP1	NUBP1	0.45
AIMP1	OPTN	0.19
AIMP1	PA2G4	0.487
AIMP1	PDHA1	0.165
AIMP1	PIH1D1	0.2
AIMP1	PSMA7	0.797
AIMP1	PSMC6	0.311
AIMP1	PTBP1	0.312
AIMP1	PTPN6	0.4
AIMP1	QARS	0.999
AIMP1	RARS	0.999
AIMP1	RPL13	0.497
AIMP1	RPL15	0.438
AIMP1	RPL17	0.353
AIMP1	RPL21	0.348
AIMP1	RPL23A	0.379
AIMP1	RPL27A	0.581
AIMP1	RPL36	0.302
AIMP1	RPL7A	0.43
AIMP1	RPLP0	0.535
AIMP1	SDCBP	0.828
AIMP1	SMURF2	0.533
AIMP1	SND1	0.333
AIMP1	SNRPD3	0.596
AIMP1	STYX	0.276
AIMP1	TARSL2	0.931
AIMP1	TRAP1	0.168
AIMP1	TSNAX	0.324
AIMP1	TWF1	0.848
AIMP1	UBE2N	0.337
AIMP1	USP14	0.27
AIMP1	VARS	0.69
AIMP1	ZNF598	0.151
AIMP2	APP	0.222
AIMP2	ATP6V1D	0.413
AIMP2	ATP6V1E1	0.406
AIMP2	BAG3	0.158
AIMP2	BIRC2	0.328
AIMP2	BYSL	0.281
AIMP2	CCAR2	0.263
AIMP2	CIAPIN1	0.856
AIMP2	DARS	0.994
AIMP2	DARS2	0.492
AIMP2	EEF1E1	0.999
AIMP2	EIF4G1	0.307
AIMP2	EPRS	0.999
AIMP2	FHL3	0.207
AIMP2	FUBP1	0.782
AIMP2	HNRNPA1	0.253
AIMP2	HNRNPL	0.182
AIMP2	HSPA4	0.558
AIMP2	IARS	0.994
AIMP2	IQGAP1	0.223
AIMP2	KARS	0.999
AIMP2	LARS	0.996
AIMP2	MARS	0.998
AIMP2	MIS18A	0.174
AIMP2	MYC	0.284
AIMP2	NECAB2	0.179
AIMP2	NETO2	0.228
AIMP2	OFD1	0.229
AIMP2	OTUB1	0.172
AIMP2	PARK2	0.79
AIMP2	PARP1	0.746
AIMP2	PCMT1	0.247
AIMP2	PFDN6	0.192
AIMP2	PHB	0.201
AIMP2	PIN4	0.594
AIMP2	PSMA1	0.298
AIMP2	PSMC6	0.621
AIMP2	PSMD4	0.464
AIMP2	PTBP1	0.248
AIMP2	PUF60	0.648
AIMP2	QARS	0.997
AIMP2	RARS	0.998
AIMP2	RPL27A	0.37
AIMP2	SDCBP	0.815
AIMP2	SMURF2	0.398
AIMP2	STUB1	0.535
AIMP2	TANK	0.152
AIMP2	TP53	0.524
AIMP2	TRAF2	0.454
AIMP2	TRAF6	0.305
AIMP2	TWF1	0.835
AIMP2	UBA1	0.816
AIMP2	VPS35	0.527
AIMP2	WWP2	0.406
AIP	ARNT	0.76
AIP	BIRC5	0.379
AIP	CDC37	0.176
AIP	CDK9	0.582
AIP	CSNK2A1	0.379
AIP	EGFR	0.15
AIP	GDI2	0.386
AIP	GNA13	0.404
AIP	GNAQ	0.404
AIP	HSP90AA1	0.976
AIP	HSP90AB1	0.966
AIP	HSPA9	0.16
AIP	IRF7	0.179
AIP	NEU4	0.188
AIP	NR3C2	0.159
AIP	PDE2A	0.602
AIP	PPA1	0.386
AIP	PPA2	0.392
AIP	PPARA	0.421
AIP	PRAMEF10	0.837
AIP	PRAMEF17	0.816
AIP	PREP	0.39
AIP	PTGES3	0.961
AIP	RET	0.74
AIP	STIP1	0.527
AIP	SUGT1	0.271
AIP	TDGF1	0.198
AIP	TNNI3K	0.398
AIP	ULK3	0.534
AIP	USP19	0.294
AIP	YES1	0.205
AIPL1	FGFR1OP	0.177
AIPL1	FKBP15	0.351
AIPL1	HSP90AA1	0.709
AIPL1	HSPA4	0.444
AIPL1	HSPA8	0.319
AIPL1	MIOS	0.196
AIPL1	NUB1	0.985
AIPL1	PATZ1	0.177
AIPL1	PDE5A	0.36
AIPL1	SEC16A	0.179
AIPL1	SMAP1	0.202
AIPL1	SUPT5H	0.177
AIPL1	TP53	0.183
AIPL1	TXNL4B	0.212
AIPL1	UBA6	0.696
AIPL1	UBD	0.512
AIPL1	WASF1	0.177
AIPL1	WDR24	0.177
AIRE	ALOX12B	0.183
AIRE	ASAH1	0.16
AIRE	ATR	0.441
AIRE	CCDC87	0.406
AIRE	CCNT1	0.409
AIRE	CHD6	0.337
AIRE	CREBBP	0.741
AIRE	CREG1	0.199
AIRE	CTSH	0.214
AIRE	CUL1	0.419
AIRE	DAXX	0.393
AIRE	DDX5	0.415
AIRE	EFTUD2	0.166
AIRE	EIF4EBP3	0.211
AIRE	FAT1	0.434
AIRE	FBXO3	0.403
AIRE	GCN1L1	0.381
AIRE	GDPD3	0.194
AIRE	HDAC1	0.479
AIRE	HDAC2	0.461
AIRE	HIST1H2AC	0.207
AIRE	HIST1H3A	0.88
AIRE	HIST2H2BE	0.479
AIRE	HIST3H3	0.872
AIRE	HNRNPF	0.361
AIRE	HNRNPH1	0.361
AIRE	HSP90AB1	0.175
AIRE	HSPA1A	0.21
AIRE	HSPA1L	0.191
AIRE	HSPA4	0.606
AIRE	HSPA5	0.468
AIRE	HSPA8	0.217
AIRE	LANCL2	0.361
AIRE	MCM2	0.187
AIRE	MCM5	0.189
AIRE	MCM6	0.187
AIRE	MSH6	0.182
AIRE	PCNA	0.338
AIRE	POLR2A	0.373
AIRE	POLR2B	0.324
AIRE	PRKDC	0.462
AIRE	RAD21	0.195
AIRE	RBX1	0.37
AIRE	RUVBL2	0.255
AIRE	S100A7	0.215
AIRE	SDR9C7	0.173
AIRE	SF3B3	0.407
AIRE	SMC1A	0.276
AIRE	SMC3	0.5
AIRE	SRRM2	0.44
AIRE	SSRP1	0.396
AIRE	TARDBP	0.361
AIRE	TGM1	0.155
AIRE	TMPO	0.382
AIRE	TOP2A	0.357
AIRE	TUBA1C	0.155
AIRE	TUBB	0.189
AIRE	TUBB4B	0.158
AIRE	UBAC1	0.395
AIRE	UBB	0.156
AJAP1	CDH1	0.739
AJAP1	CTNNB1	0.68
AJUBA	AURKA	0.956
AJUBA	AURKB	0.576
AJUBA	BUB1B	0.42
AJUBA	EGLN3	0.906
AJUBA	GFI1B	0.158
AJUBA	KIAA1683	0.173
AJUBA	LATS1	0.936
AJUBA	LATS2	0.937
AJUBA	LCK	0.349
AJUBA	PRKCZ	0.395
AJUBA	PRMT5	0.55
AJUBA	PTPN21	0.22
AJUBA	RARA	0.938
AJUBA	RARG	0.94
AJUBA	RXRG	0.333
AJUBA	SAV1	0.928
AJUBA	SLC1A2	0.379
AJUBA	SNAI1	0.516
AJUBA	SQSTM1	0.334
AJUBA	TRAF6	0.326
AJUBA	TRIP6	0.432
AJUBA	VHL	0.906
AJUBA	YAP1	0.599
AJUBA	ZNF541	0.246
AJUBA	ZNF576	0.218
AK1	AK2	0.282
AK1	AK3	0.294
AK1	BRD4	0.161
AK1	CIRH1A	0.151
AK1	DECR1	0.239
AK1	FHL2	0.36
AK1	IDH1	0.546
AK1	KMT2C	0.526
AK1	MRE11A	0.196
AK1	SLC12A2	0.171
AK1	SUCLG2	0.562
AK1	TRIM63	0.415
AK2	AK3	0.194
AK2	AK4	0.178
AK2	CRIP1	0.445
AK2	DLD	0.436
AK2	DSP	0.392
AK2	DUT	0.81
AK2	EFTUD2	0.206
AK2	ETFA	0.198
AK2	ETFB	0.153
AK2	FSCN1	0.408
AK2	FXN	0.162
AK2	GNB2L1	0.501
AK2	GUK1	0.686
AK2	HDAC6	0.201
AK2	HUWE1	0.167
AK2	IDH1	0.502
AK2	MRPL12	0.712
AK2	MRPS7	0.525
AK2	MTHFD2	0.249
AK2	NIT2	0.276
AK2	NME1-NME2	0.88
AK2	NME2	0.885
AK2	NTRK1	0.254
AK2	PDHA1	0.263
AK2	PKM	0.784
AK2	PLGRKT	0.179
AK2	PRDX5	0.221
AK2	RAVER1	0.401
AK2	SAFB	0.386
AK2	SCO1	0.434
AK2	SIGMAR1	0.43
AK2	SOD1	0.444
AK2	SUMF2	0.383
AK2	TELO2	0.386
AK2	TKT	0.605
AK2	TRAP1	0.494
AK2	TUFM	0.602
AK2	TXN	0.16
AK2	U2AF2	0.171
AK3	APPBP2	0.152
AK3	FXN	0.174
AK3	HNRNPUL2	0.976
AK3	HSPD1	0.194
AK3	IBA57	0.507
AK3	MDH2	0.454
AK3	PDK1	0.204
AK3	PKM	0.921
AK3	PRDX5	0.183
AK3	RAB7A	0.154
AK3	RPS14	0.548
AK3	SOD2	0.377
AK3	TRMT61B	0.179
AK4	APP	0.194
AK4	ATF6B	0.204
AK4	CCL5	0.209
AK4	ENO1	0.343
AK4	GUK1	0.5
AK4	HSPD1	0.222
AK4	MTHFD2	0.189
AK4	OXLD1	0.183
AK4	PDK1	0.264
AK4	TRMT61B	0.179
AK4	WDR45B	0.235
AK5	CPNE6	0.486
AK5	TRIM46	0.246
AK5	UGDH	0.253
AK6	COIL	0.528
AK6	LAMTOR5	0.265
AK6	NDRG1	0.261
AK6	RPS14	0.548
AK8	CNTF	0.194
AK8	DPY30	0.187
AK8	MAP3K7CL	0.211
AK8	MID1IP1	0.232
AK8	UBE2Z	0.24
AK9	EXOG	0.16
AK9	HDAC3	0.21
AK9	HSP90B1	0.43
AK9	LRRC23	0.548
AK9	MYO9A	0.226
AK9	PRIM1	0.775
AK9	RHOA	0.189
AK9	TAF2	0.209
AKAP1	AMY1A	0.379
AKAP1	APBB2	0.198
AKAP1	CKAP5	0.175
AKAP1	EGLN3	0.177
AKAP1	FARP1	0.173
AKAP1	LARP4	0.29
AKAP1	MAATS1	0.799
AKAP1	MGST3	0.159
AKAP1	MYCBP	0.933
AKAP1	NPAS1	0.638
AKAP1	PHB	0.221
AKAP1	PHB2	0.228
AKAP1	PRKACA	0.952
AKAP1	PRKACB	0.981
AKAP1	PRKACG	0.973
AKAP1	PRKAR1A	0.953
AKAP1	PRKAR1B	0.949
AKAP1	PRKAR2A	0.97
AKAP1	PRKAR2B	0.982
AKAP1	PRSS37	0.189
AKAP1	PTRH2	0.44
AKAP1	RPP25	0.175
AKAP1	SCO1	0.347
AKAP1	SIAH2	0.766
AKAP1	SLC8A3	0.917
AKAP1	TMEM67	0.158
AKAP1	TNNI3	0.512
AKAP1	TOMM20	0.265
AKAP1	TOMM22	0.396
AKAP10	COG3	0.157
AKAP10	HAX1	0.347
AKAP10	MYC	0.411
AKAP10	PDZK1	0.682
AKAP10	PRKACA	0.916
AKAP10	PRKACB	0.924
AKAP10	PRKACG	0.914
AKAP10	PRKAR1A	0.97
AKAP10	PRKAR1B	0.929
AKAP10	PRKAR2A	0.943
AKAP10	PRKAR2B	0.978
AKAP11	DCLRE1C	0.19
AKAP11	DNA2	0.151
AKAP11	DYRK1B	0.197
AKAP11	ETFB	0.392
AKAP11	GSK3B	0.514
AKAP11	KLHL28	0.307
AKAP11	MYO6	0.389
AKAP11	PPP1CA	0.328
AKAP11	PPP1CB	0.328
AKAP11	PPP1CC	0.736
AKAP11	PRKACA	0.513
AKAP11	PRKACB	0.706
AKAP11	PRKAR1A	0.772
AKAP11	PRKAR2A	0.581
AKAP11	PRKAR2B	0.551
AKAP11	VAPA	0.198
AKAP11	VAPB	0.187
AKAP12	DYNC1H1	0.241
AKAP12	DYNC1I2	0.229
AKAP12	DYNC1LI1	0.223
AKAP12	DYNLRB1	0.228
AKAP12	DYRK2	0.514
AKAP12	EGFR	0.727
AKAP12	EID3	0.252
AKAP12	EZR	0.302
AKAP12	FHL1	0.289
AKAP12	FLNA	0.332
AKAP12	KIF3B	0.163
AKAP12	KIF3C	0.544
AKAP12	PDE4D	0.625
AKAP12	PRKAR2A	0.468
AKAP12	PRKCA	0.676
AKAP12	PTEN	0.183
AKAP12	PVRL2	0.221
AKAP12	SAV1	0.521
AKAP12	STK4	0.514
AKAP12	TP53	0.26
AKAP13	CTNNAL1	0.565
AKAP13	ESR1	0.45
AKAP13	ESR2	0.379
AKAP13	GNA12	0.94
AKAP13	GNAQ	0.533
AKAP13	LNX1	0.429
AKAP13	MAP1LC3A	0.305
AKAP13	MTR	0.547
AKAP13	MYC	0.206
AKAP13	PPARA	0.294
AKAP13	PRKACA	0.409
AKAP13	PRKAR2A	0.944
AKAP13	PRKAR2B	0.946
AKAP13	PRKCA	0.331
AKAP13	PRKCH	0.449
AKAP13	PRKD1	0.68
AKAP13	RANBP2	0.163
AKAP13	RHOA	0.985
AKAP13	RTKN	0.424
AKAP13	RXRB	0.308
AKAP13	TGM2	0.386
AKAP13	THRA	0.297
AKAP13	YWHAB	0.463
AKAP13	YWHAG	0.168
AKAP13	YWHAZ	0.446
AKAP14	ARL5B	0.179
AKAP14	EFCAB7	0.737
AKAP14	OCIAD1	0.157
AKAP14	PRKACA	0.962
AKAP14	PRKACB	0.929
AKAP14	PRKACG	0.795
AKAP14	PRKAR1B	0.741
AKAP14	PRKAR2A	0.952
AKAP14	PRKAR2B	0.807
AKAP14	ROPN1	0.37
AKAP14	ROPN1L	0.375
AKAP14	SPA17	0.896
AKAP14	SYNJ2BP	0.527
AKAP17A	ANKHD1	0.166
AKAP17A	ANKRD17	0.155
AKAP17A	ANKRD36B	0.223
AKAP17A	CAAP1	0.825
AKAP17A	CKM	0.173
AKAP17A	HERC2	0.363
AKAP17A	HMGXB4	0.25
AKAP17A	MYH4	0.173
AKAP17A	MYH7	0.167
AKAP17A	NKAP	0.564
AKAP17A	NOS1AP	0.67
AKAP17A	PNN	0.356
AKAP17A	SRRM2	0.621
AKAP17A	TARBP2	0.167
AKAP17A	TRPM3	0.204
AKAP17A	ZRANB2	0.682
AKAP2	BABAM1	0.223
AKAP2	BRE	0.221
AKAP2	CSTF2	0.221
AKAP2	DBN1	0.158
AKAP2	EZR	0.302
AKAP2	FLNA	0.33
AKAP2	IQGAP1	0.155
AKAP2	LIMA1	0.185
AKAP2	MYH9	0.158
AKAP2	MYO18A	0.226
AKAP2	MYO5C	0.529
AKAP2	PRKAR2A	0.567
AKAP2	PRKAR2B	0.471
AKAP2	SYNPO	0.232
AKAP3	AKAP4	0.453
AKAP3	BRAP	0.63
AKAP3	GNA13	0.439
AKAP3	PRKAR1A	0.579
AKAP3	PRKAR2A	0.569
AKAP3	ROPN1	0.943
AKAP3	ROPN1B	0.447
AKAP3	ROPN1L	0.946
AKAP3	SPA17	0.876
AKAP4	FSIP1	0.818
AKAP4	FSIP2	0.803
AKAP4	PPP1CC	0.167
AKAP4	PRKAR1A	0.625
AKAP4	PRKAR2A	0.955
AKAP5	CALM1	0.977
AKAP5	GABRB3	0.294
AKAP5	IQGAP1	0.95
AKAP5	OTUD6B	0.177
AKAP5	PPP3CA	0.794
AKAP5	PPP3CB	0.954
AKAP5	PPP3R1	0.606
AKAP5	PRKACA	0.952
AKAP5	PRKACB	0.98
AKAP5	PRKACG	0.981
AKAP5	PRKAR1A	0.945
AKAP5	PRKAR1B	0.94
AKAP5	PRKAR2A	0.963
AKAP5	PRKAR2B	0.996
AKAP5	PRKCA	0.986
AKAP5	ROBO2	0.906
AKAP5	TRPA1	0.39
AKAP5	TRPM8	0.349
AKAP5	TRPV2	0.605
AKAP5	TRPV3	0.563
AKAP5	TRPV4	0.615
AKAP6	CALM1	0.293
AKAP6	CFTR	0.178
AKAP6	DISC1	0.242
AKAP6	MYC	0.161
AKAP6	PDE4A	0.728
AKAP6	PDE4D	0.724
AKAP6	PRKAR2A	0.412
AKAP6	RYR1	0.509
AKAP6	RYR2	0.813
AKAP7	CEP76	0.48
AKAP7	LSM5	0.549
AKAP7	LSM6	0.71
AKAP7	PRKACA	0.576
AKAP7	PRKACB	0.606
AKAP7	PRKACG	0.823
AKAP7	PRKAR1A	0.541
AKAP7	PRKAR1B	0.285
AKAP7	PRKAR2A	0.894
AKAP7	PRKAR2B	0.502
AKAP7	PRPF3	0.821
AKAP7	SNRPE	0.499
AKAP7	SNRPF	0.557
AKAP7	SNRPG	0.527
AKAP7	SNRPN	0.387
AKAP7	SPA17	0.793
AKAP8	AMY1A	0.465
AKAP8	ASH2L	0.36
AKAP8	CASP3	0.632
AKAP8	CCND1	0.517
AKAP8	CCND2	0.503
AKAP8	CCND3	0.481
AKAP8	CLEC11A	0.21
AKAP8	DDX5	0.595
AKAP8	DPY30	0.723
AKAP8	EEF1B2	0.86
AKAP8	EEF1D	0.738
AKAP8	EWSR1	0.184
AKAP8	FOXA3	0.236
AKAP8	FOXC2	0.209
AKAP8	FOXP3	0.236
AKAP8	HDAC3	0.441
AKAP8	HIPK4	0.211
AKAP8	HNRNPA1	0.344
AKAP8	ILK	0.166
AKAP8	LRRK2	0.376
AKAP8	MATR3	0.181
AKAP8	MCM2	0.638
AKAP8	MYC	0.43
AKAP8	NXF1	0.532
AKAP8	PRKAR2A	0.936
AKAP8	RPA3	0.151
AKAP8	RUVBL1	0.873
AKAP8	RUVBL2	0.419
AKAP8	TUBB4B	0.812
AKAP8	WDR5	0.335
AKAP8L	CDC6	0.469
AKAP8L	DHX9	0.859
AKAP8L	EMD	0.619
AKAP8L	HDAC3	0.509
AKAP8L	ILK	0.165
AKAP8L	IRS4	0.229
AKAP8L	LBR	0.641
AKAP8L	LMNA	0.346
AKAP8L	MATR3	0.171
AKAP8L	MYC	0.206
AKAP8L	RNF31	0.412
AKAP8L	RNF43	0.857
AKAP8L	SNRNP70	0.154
AKAP8L	TMPO	0.383
AKAP8L	TP53BP1	0.673
AKAP8L	XPO1	0.165
AKAP8L	ZNF211	0.163
AKAP9	BIRC6	0.247
AKAP9	BLZF1	0.153
AKAP9	CALM1	0.588
AKAP9	CALM2	0.372
AKAP9	CCDC68	0.738
AKAP9	CCNE1	0.317
AKAP9	CDK5RAP2	0.985
AKAP9	CEP170	0.636
AKAP9	CLIC1	0.451
AKAP9	CSNK1D	0.955
AKAP9	DISC1	0.371
AKAP9	DNAJC10	0.46
AKAP9	DVL2	0.215
AKAP9	DYNLL1	0.907
AKAP9	FGFR1OP	0.907
AKAP9	FMR1	0.155
AKAP9	FNBP1	0.413
AKAP9	GOLGA2	0.654
AKAP9	GSK3A	0.481
AKAP9	HERC2	0.286
AKAP9	KCNE1	0.97
AKAP9	KCNE2	0.967
AKAP9	KCNQ1	0.987
AKAP9	MAGED1	0.15
AKAP9	MAPRE1	0.979
AKAP9	NDEL1	0.314
AKAP9	PCM1	0.941
AKAP9	PCNT	0.957
AKAP9	PDE4DIP	0.923
AKAP9	PKN1	0.951
AKAP9	PKP2	0.161
AKAP9	PRKACA	0.948
AKAP9	PRKACB	0.954
AKAP9	PRKACG	0.973
AKAP9	PRKAR2A	0.958
AKAP9	PRKAR2B	0.979
AKAP9	ROPN1L	0.519
AKAP9	RSRC2	0.156
AKAP9	SSX2	0.547
AKAP9	TACC3	0.605
AKAP9	THOC2	0.354
AKAP9	TNIK	0.394
AKAP9	TRIP10	0.789
AKAP9	TSG101	0.379
AKAP9	TUBGCP3	0.95
AKAP9	USO1	0.248
AKAP9	YWHAE	0.9
AKIP1	MCPH1	0.155
AKIP1	PRKACA	0.441
AKIP1	RELA	0.491
AKIP1	SENP8	0.561
AKIP1	SIRT1	0.454
AKIP1	SPTAN1	0.336
AKIRIN1	AKIRIN2	0.87
AKIRIN1	GOPC	0.193
AKIRIN1	PSMB3	0.548
AKIRIN1	RAN	0.719
AKIRIN2	BUD31	0.183
AKIRIN2	CCDC85B	0.151
AKIRIN2	HSD17B14	0.256
AKIRIN2	IPO9	0.22
AKIRIN2	PPID	0.165
AKIRIN2	PSMB2	0.167
AKIRIN2	PSMB3	0.159
AKIRIN2	RAN	0.77
AKIRIN2	RGPD3	0.261
AKIRIN2	RGPD5	0.154
AKIRIN2	RGPD8	0.254
AKIRIN2	RNF123	0.216
AKIRIN2	SIRT1	0.264
AKIRIN2	SPG21	0.364
AKIRIN2	TOMM34	0.177
AKNA	CD2BP2	0.328
AKNAD1	DTNBP1	0.175
AKNAD1	GTF2IRD1	0.269
AKNAD1	NOS1AP	0.183
AKR1A1	ARFIP1	0.418
AKR1A1	CFL1	0.419
AKR1A1	DAZAP1	0.363
AKR1A1	ECHS1	0.549
AKR1A1	EXOSC4	0.193
AKR1A1	GAPDH	0.552
AKR1A1	GNPDA2	0.834
AKR1A1	GPI	0.568
AKR1A1	GRHPR	0.578
AKR1A1	MEMO1	0.435
AKR1A1	NANS	0.542
AKR1A1	NME1-NME2	0.442
AKR1A1	NME2	0.516
AKR1A1	PCBP1	0.363
AKR1A1	PDCD6	0.363
AKR1A1	PGK1	0.551
AKR1A1	PGK2	0.538
AKR1A1	PKM	0.473
AKR1A1	PTGR1	0.536
AKR1A1	SNX12	0.425
AKR1A1	SNX3	0.429
AKR1A1	SOD1	0.541
AKR1A1	TALDO1	0.693
AKR1A1	TKT	0.599
AKR1B1	AKR1B15	0.701
AKR1B1	CFL2	0.723
AKR1B1	EFCAB11	0.524
AKR1B1	ENO1	0.854
AKR1B1	ENO2	0.844
AKR1B1	ENO3	0.848
AKR1B1	EZR	0.53
AKR1B1	FABP5	0.895
AKR1B1	FABP7	0.809
AKR1B1	GLO1	0.809
AKR1B1	GPX4	0.791
AKR1B1	GRHPR	0.569
AKR1B1	GSK3B	0.181
AKR1B1	HINT1	0.418
AKR1B1	HSD17B10	0.4
AKR1B1	HSPE1	0.475
AKR1B1	MEMO1	0.438
AKR1B1	MSN	0.435
AKR1B1	NME1-NME2	0.45
AKR1B1	NME2	0.572
AKR1B1	NTRK1	0.35
AKR1B1	OAT	0.504
AKR1B1	PCMT1	0.436
AKR1B1	PGAM1	0.705
AKR1B1	PGD	0.353
AKR1B1	PGK1	0.586
AKR1B1	PGK2	0.861
AKR1B1	PMP2	0.866
AKR1B1	PRDX6	0.6
AKR1B1	RDX	0.402
AKR1B1	SOD1	0.51
AKR1B1	SORD	0.996
AKR1B1	STIP1	0.44
AKR1B1	TKT	0.721
AKR1B1	TKTL2	0.785
AKR1B1	TPI1	0.721
AKR1B1	TXNRD2	0.872
AKR1B1	VCP	0.245
AKR1B10	AKR1B15	0.528
AKR1B10	AKR1D1	0.282
AKR1B10	HINT1	0.417
AKR1B10	PCBP3	0.268
AKR1B10	PGK1	0.542
AKR1B10	POTEF	0.199
AKR1B10	RBP2	0.905
AKR1B10	TSNAX	0.171
AKR1B15	ENO1	0.731
AKR1B15	ENO2	0.889
AKR1B15	GLO1	0.64
AKR1B15	HINT1	0.823
AKR1B15	HSD17B10	0.452
AKR1B15	NME1-NME2	0.877
AKR1B15	SOD1	0.417
AKR1B15	STIP1	0.835
AKR1B15	TKT	0.65
AKR1C1	AKR1C2	0.991
AKR1C1	AKR1C3	0.995
AKR1C1	AKR1D1	0.986
AKR1C1	COMMD8	0.211
AKR1C1	FN1	0.199
AKR1C1	MAPK3	0.178
AKR1C1	PTPN3	0.385
AKR1C1	RBP2	0.901
AKR1C1	TFF3	0.435
AKR1C2	AKR1C3	0.985
AKR1C2	AKR1C4	0.867
AKR1C2	GART	0.431
AKR1C2	IPO8	0.222
AKR1C2	MIF	0.803
AKR1C2	PCMT1	0.843
AKR1C2	SNX3	0.415
AKR1C2	SOD1	0.507
AKR1C2	TKT	0.506
AKR1C2	ZFP1	0.329
AKR1C3	AKR1C4	0.936
AKR1C3	AKR1D1	0.985
AKR1C3	CDK9	0.217
AKR1C3	RBP2	0.901
AKR1C3	SIAH2	0.524
AKR1C3	ZHX1	0.156
AKR1C4	FBXL13	0.224
AKR1C4	PLXDC2	0.241
AKR1C4	RBP2	0.901
AKR1D1	DIRAS1	0.507
AKR1D1	GEMIN5	0.228
AKR1D1	PLXDC2	0.183
AKR1D1	SIRT1	0.201
AKR7A2	AKR7A3	0.981
AKR7A2	CTR9	0.156
AKR7A2	CYGB	0.456
AKR7A2	DUSP12	0.376
AKR7A2	KATNA1	0.176
AKR7A2	LEO1	0.564
AKR7A2	MCPH1	0.163
AKR7A2	MSH6	0.215
AKR7A2	PSMC1	0.439
AKR7A2	TRIM63	0.397
AKR7A2	TXN	0.475
AKR7A2	ZBTB1	0.224
AKR7A3	BAG3	0.176
AKR7A3	COMMD9	0.219
AKR7A3	DDRGK1	0.178
AKR7A3	GNB2	0.169
AKR7A3	TRMT11	0.534
AKT1	AKT1S1	0.996
AKT1	AKT2	0.983
AKT1	AKT3	0.931
AKT1	AKTIP	0.625
AKT1	ALDOA	0.357
AKT1	ALYREF	0.655
AKT1	APOH	0.16
AKT1	APP	0.64
AKT1	APPL1	0.987
AKT1	AR	0.932
AKT1	ARAF	0.383
AKT1	ARFIP2	0.688
AKT1	ARNT	0.974
AKT1	ARRB1	0.728
AKT1	ARRB2	0.714
AKT1	ASXL1	0.415
AKT1	ATP1A1	0.32
AKT1	ATP6V0A2	0.215
AKT1	ATRX	0.376
AKT1	AURKA	0.936
AKT1	BABAM1	0.432
AKT1	BAD	0.993
AKT1	BAIAP2	0.672
AKT1	BAIAP2L1	0.272
AKT1	BCL10	0.589
AKT1	BCL2L1	0.993
AKT1	BCL3	0.762
AKT1	BECN1	0.934
AKT1	BLVRA	0.276
AKT1	BPGM	0.17
AKT1	BRAF	0.688
AKT1	BRCA1	0.776
AKT1	BRPF1	0.914
AKT1	CABLES1	0.463
AKT1	CALM1	0.414
AKT1	CAMK2A	0.365
AKT1	CAMK2D	0.296
AKT1	CAPN1	0.551
AKT1	CARHSP1	0.445
AKT1	CASC3	0.253
AKT1	CASP9	0.994
AKT1	CBFB	0.915
AKT1	CBLC	0.406
AKT1	CBY1	0.959
AKT1	CCDC88A	0.908
AKT1	CCNA2	0.776
AKT1	CCND2	0.669
AKT1	CCNE1	0.757
AKT1	CCNF	0.663
AKT1	CCNI	0.192
AKT1	CD2AP	0.34
AKT1	CD44	0.737
AKT1	CD81	0.433
AKT1	CDC37	0.898
AKT1	CDK4	0.528
AKT1	CDK6	0.502
AKT1	CDKN1A	0.995
AKT1	CDKN1B	0.995
AKT1	CDKN1C	0.651
AKT1	CDKN2A	0.764
AKT1	CDKN2B	0.581
AKT1	CDKN2C	0.508
AKT1	CHFR	0.228
AKT1	CHUK	0.975
AKT1	CKB	0.301
AKT1	CLASP2	0.196
AKT1	CLIP3	0.738
AKT1	CLK2	0.551
AKT1	CLTC	0.421
AKT1	COMMD1	0.377
AKT1	CREB1	0.993
AKT1	CREBBP	0.971
AKT1	CSK	0.61
AKT1	CSNK2A1	0.541
AKT1	CTBP1	0.749
AKT1	CTDSP2	0.223
AKT1	CTNNB1	0.997
AKT1	CUL1	0.592
AKT1	CYLD	0.792
AKT1	DAB2IP	0.772
AKT1	DCTN1	0.305
AKT1	DDIT4L	0.221
AKT1	DDX5	0.519
AKT1	DENND1A	0.938
AKT1	DLC1	0.752
AKT1	DNAJB1	0.428
AKT1	DNMT1	0.821
AKT1	DUSP13	0.19
AKT1	EEF1G	0.226
AKT1	EGFR	0.678
AKT1	EGLN1	0.995
AKT1	EIF2AK3	0.391
AKT1	EIF4A1	0.552
AKT1	EIF4EBP1	0.996
AKT1	ENO1	0.476
AKT1	ENO2	0.475
AKT1	EP300	0.976
AKT1	EPHA2	0.445
AKT1	ERBB2	0.737
AKT1	ERBB3	0.992
AKT1	ESR1	0.991
AKT1	EZH2	0.949
AKT1	FAF1	0.55
AKT1	FAM110C	0.309
AKT1	FANCA	0.678
AKT1	FANCD2	0.464
AKT1	FANCI	0.347
AKT1	FASN	0.759
AKT1	FGFR1	0.596
